110717,822,5560199,0210,2520,110728,013,822,+0000001719700,P,2022071700240719,0000000001
110717,013,5561295,0210,1111,110728,822,700,+0000000008000,P,2022071700240719,0000000002
110717,013,5561957,0210,2520,110728,700,013,+0000001861700,P,2022071700240719,0000000003
110717,013,5561957,0210,2520,110728,700,822,+0000000497700,P,2022071700240719,0000000004
110717,700,5561957,0210,2510,110728,822,013,+0000000014900,P,2022071700240719,0000000005
110717,013,5563608,0210,2520,110728,013,700,+0000000619500,P,2022071700240719,0000000006
110717,822,5565129,0210,2520,110728,700,013,+0000000612000,P,2022071700240719,0000000007
110717,700,5567449,0210,2520,110728,700,822,+0000000164200,P,2022071700240719,0000000008
110717,822,5569547,0210,2510,110728,822,822,+0000000013500,P,2022071700240719,0000000009
110717,700,5569709,0210,1111,110728,013,822,+0000000041600,P,2022071700240719,0000000010
110717,013,5570776,0210,2520,110728,822,700,+0000000933500,P,2022071700240719,0000000011
110717,013,5572431,0210,2510,110728,822,822,+0000000011100,P,2022071700240719,0000000012
110717,013,5572431,0210,1111,110728,822,822,+0000000037600,P,2022071700240720,0000000013
110717,822,5574584,0210,2510,110728,013,822,+0000000018400,P,2022071700240720,0000000014
110717,822,5577287,0210,2510,110728,700,822,+0000000017100,P,2022071700240720,0000000015
110717,822,5577287,0202,2510,110728,822,700,+0000000011600,P,2022071700240720,0000000016
110717,700,5579273,0210,1111,110728,700,822,+0000000008500,P,2022071700240720,0000000017
110717,700,5581170,0210,1111,110728,822,700,+0000000036000,P,2022071700240720,0000000018
110717,822,5583362,0210,1111,110728,700,013,+0000000049300,P,2022071700240720,0000000019
110717,822,5583958,0210,1111,110728,700,822,+0000601914800,P,2022071700240720,0000000020
110717,822,5583958,0202,1111,110728,822,700,+0000157185300,P,2022071700240720,0000000021
110717,700,5585599,0210,2520,110728,013,700,+0000000447300,P,2022071700240720,0000000022
110717,700,5587768,0210,2510,110728,822,013,+0000000003000,P,2022071700240720,0000000023
110717,013,5589355,0210,1111,110728,822,013,+0000000045700,P,2022071700240720,0000000024
110717,700,5590929,0210,1111,110728,013,822,+0000000003100,P,2022071700240720,0000000025
110717,013,5592553,0210,1111,110728,013,700,+0000000041800,P,2022071700240720,0000000026
110717,822,5594514,0210,2520,110728,700,700,+0000000818500,P,2022071700240720,0000000027
110717,013,5596385,0210,2510,110728,700,822,+0000000000300,P,2022071700240720,0000000028
110717,700,5597114,0210,1111,110728,013,700,+0000000005700,P,2022071700240720,0000000029
110717,822,5598073,0210,2510,110728,822,822,+0000000009900,P,2022071700240720,0000000030
110717,013,5598643,0210,2510,110728,013,013,+0000000008200,P,2022071700240720,0000000031
110717,700,5599749,0210,2520,110728,700,013,+0000000247000,P,2022071700240720,0000000032
110717,700,5599749,0202,2520,110728,013,700,+0000000148800,P,2022071700240720,0000000033
110717,700,5601356,0210,2510,110728,822,822,+0000000005300,P,2022071700240720,0000000034
110717,013,5602507,0210,1111,110728,822,013,+0000111628600,P,2022071700240720,0000000035
110717,013,5604448,0210,2520,110728,013,013,+0000001982000,P,2022071700240720,0000000036
110717,822,5606094,0210,2510,110728,700,700,+0000000003900,P,2022071700240720,0000000037
110717,013,5607652,0210,1111,110728,013,013,+0000000005500,P,2022071700240720,0000000038
110717,700,5610265,0210,2510,110728,700,822,+0000000000300,P,2022071700240720,0000000039
110717,822,5611781,0210,1111,110728,700,013,+0000240327000,P,2022071700240721,0000000040
110717,700,5613869,0210,1111,110728,822,822,+0000078886200,P,2022071700240721,0000000041
110717,700,5614662,0210,2510,110728,700,700,+0000000005200,P,2022071700240721,0000000042
110717,700,5616746,0210,2520,110728,700,822,+0000001330700,P,2022071700240721,0000000043
110717,013,5618036,0210,2520,110728,822,013,+0000000652200,P,2022071700240721,0000000044
110717,700,5618498,0210,2510,110728,822,822,+0000000014200,P,2022071700240721,0000000045
110717,013,5619473,0210,2520,110728,013,700,+0000001161800,P,2022071700240721,0000000046
110717,700,5621466,0210,2510,110728,700,013,+0000000010200,P,2022071700240721,0000000047
110717,700,5622855,0210,1111,110728,013,822,+0000000047700,P,2022071700240721,0000000048
110717,822,5624156,0210,2510,110728,013,700,+0000000017900,P,2022071700240721,0000000049
110717,700,5626293,0210,2510,110728,822,013,+0000000005500,P,2022071700240721,0000000050
